Mod:Item:MetaData, Localized Name
harvestcraft:pralinesItem, Pralines
harvestcraft:persimmonjuiceItem, Persimmon Juice
harvestcraft:persimmonyogurtItem, Persimmon Yogurt
harvestcraft:persimmonsmoothieItem, Persimmon Smoothie
harvestcraft:persimmonjellyItem, Persimmon Jelly
harvestcraft:persimmonjellysandwichItem, Persimmon Jelly Sandwich
harvestcraft:pistachiobakedsalmonItem, Pistachio Baked Salmon
harvestcraft:baconwrappeddatesItem, Bacon Wrapped Dates
harvestcraft:datenutbreadItem, Date Nut Bread
harvestcraft:maplesyruppancakesItem, Maple Syrup Pancakes
harvestcraft:maplesyrupwafflesItem, Maple Syrup Waffles
harvestcraft:maplesausageItem, Maple Sausage
harvestcraft:mapleoatmealItem, Maple Oatmeal
harvestcraft:peachesandcreamoatmealItem, Peaches and Cream Oatmeal
harvestcraft:cinnamonappleoatmealItem, Cinnamon Apple Oatmeal
harvestcraft:maplecandiedbaconItem, Maple Candied Bacon
harvestcraft:toastsandwichItem, Toast Sandwich
harvestcraft:potatoandcheesepirogiItem, Potato and Cheese Pirogi
harvestcraft:zeppoleItem, Zeppole
harvestcraft:sausageinbreadItem, Sausage in Bread
harvestcraft:chocolatecaramelfudgeItem, Chocolate Caramel Fudge
harvestcraft:lavendershortbreadItem, Lavender Shortbread
harvestcraft:beefwellingtonItem, Beef Wellington
harvestcraft:epicbaconItem, Epic Bacon
harvestcraft:manjuuItem, Manjuu
harvestcraft:chickengumboItem, Chicken Gumbo
harvestcraft:generaltsochickenItem, General Tso's Chicken
harvestcraft:californiarollItem, California Roll
harvestcraft:futomakiItem, Futo Maki
harvestcraft:beansontoastItem, Beans on Toast
harvestcraft:vegemiteItem, Vegemite
harvestcraft:honeycombchocolatebarItem, Honeycomb Chocolate Bar
harvestcraft:cherrycoconutchocolatebarItem, Cherry Coconut Chocolate Bar
harvestcraft:fairybreadItem, Fairy Bread
harvestcraft:lamingtonItem, Lamington
harvestcraft:timtamItem, Tim Tam
harvestcraft:meatpieItem, Meat Pie
harvestcraft:chikorollItem, Chiko Roll
harvestcraft:damperItem, Damper
harvestcraft:beetburgerItem, Beet Burger
harvestcraft:pavlovaItem, Pavlova
harvestcraft:gherkinItem, Gherkin
harvestcraft:mcpamItem, McPam
harvestcraft:ceasarsaladItem, Ceasar Salad
harvestcraft:chaoscookieItem, Chaos Cookie
harvestcraft:chocolatebaconItem, Chocolate Bacon
harvestcraft:lambkebabItem, Lamb Kebab
harvestcraft:nutellaItem, Nutella
harvestcraft:snickersbarItem, Snickers Bar
harvestcraft:spinachpieItem, Spinach Pie
harvestcraft:steamedspinachItem, Steamed Spinach
harvestcraft:vegemiteontoastItem, Vegemite on Toast
harvestcraft:anchovyrawItem, Raw Anchovy
harvestcraft:bassrawItem, Raw Bass
harvestcraft:carprawItem, Raw Carp
harvestcraft:catfishrawItem, Raw Catfish
harvestcraft:charrrawItem, Raw Charr
harvestcraft:clamrawItem, Raw Clam
harvestcraft:crabrawItem, Raw Crab
harvestcraft:crayfishrawItem, Raw Crayfish
harvestcraft:eelrawItem, Raw Eel
harvestcraft:frograwItem, Raw Frog
harvestcraft:grouperrawItem, Raw Grouper
harvestcraft:herringrawItem, Raw Herring
harvestcraft:jellyfishrawItem, Raw Jellyfish
harvestcraft:mudfishrawItem, Raw Mudfish
harvestcraft:octopusrawItem, Raw Octopus
harvestcraft:perchrawItem, Raw Perch
harvestcraft:scalloprawItem, Raw Scallop
harvestcraft:shrimprawItem, Raw Shrimp
harvestcraft:snailrawItem, Raw Snail
harvestcraft:snapperrawItem, Raw Snapper
harvestcraft:tilapiarawItem, Raw Tilapia
harvestcraft:troutrawItem, Raw Trout
harvestcraft:tunarawItem, Raw Tuna
harvestcraft:turtlerawItem, Raw Turtle
harvestcraft:walleyerawItem, Raw Walleye
harvestcraft:holidaycakeItem, Holiday Cake
harvestcraft:clamcookedItem, Cooked Clam
harvestcraft:crabcookedItem, Cooked Crab
harvestcraft:crayfishcookedItem, Cooked Crayfish
harvestcraft:frogcookedItem, Cooked Frog Legs
harvestcraft:octopuscookedItem, Cooked Octopus
harvestcraft:scallopcookedItem, Cooked Scallop
harvestcraft:shrimpcookedItem, Cooked Shrimp
harvestcraft:snailcookedItem, Cooked Snail
harvestcraft:turtlecookedItem, Cooked Turtle
harvestcraft:appleciderItem, Apple Cider
harvestcraft:bangersandmashItem, Bangers and Mash
harvestcraft:batteredsausageItem, Battered Sausage
harvestcraft:batterItem, Batter
harvestcraft:chorizoItem, Chorizo
harvestcraft:coleslawItem, Coleslaw
harvestcraft:energydrinkItem, Energy Drink
harvestcraft:friedonionsItem, Fried Onions
harvestcraft:meatfeastpizzaItem, Meat Feast Pizza
harvestcraft:mincepieItem, Mince Pie
harvestcraft:onionhamburgerItem, Onion Hamburger
harvestcraft:pepperoniItem, Pepperoni
harvestcraft:pickledonionsItem, Pickled Onions
harvestcraft:porksausageItem, Pork Sausage
harvestcraft:raspberrytrifleItem, Raspberry Trifle
harvestcraft:pumpkincheesecakeItem, Pumpkin Cheesecake
harvestcraft:pumpkinmuffinItem, Pumpkin Muffin
harvestcraft:suaderoItem, Suadero
harvestcraft:randomtacoItem, Random Taco
harvestcraft:turkeyrawItem, Raw Turkey
harvestcraft:turkeycookedItem, Cooked Turkey
harvestcraft:rabbitrawItem, Raw Rabbit
harvestcraft:rabbitcookedItem, Cooked Rabbit
harvestcraft:venisonrawItem, Raw Venison
harvestcraft:venisoncookedItem, Cooked Venison
harvestcraft:strawberrymilkshakeItem, Strawberry Milkshake
harvestcraft:chocolatemilkshakeItem, Chocolate Milkshake
harvestcraft:bananamilkshakeItem, Banana Milkeshake
harvestcraft:cornflakesItem, Cornflakes
harvestcraft:coleslawburgerItem, Coleslaw Burger
harvestcraft:roastchickenItem, Roast Chicken
harvestcraft:roastpotatoesItem, Roast Potatoes
harvestcraft:sundayroastItem, Sunday Roast
harvestcraft:bbqpulledporkItem, BBQ Pulled Pork
harvestcraft:lambwithmintsauceItem, Lamb with Mint Sauce
harvestcraft:steakandchipsItem, Steak and Chips
harvestcraft:cherryicecreamItem, Cherry Ice Cream
harvestcraft:pistachioicecreamItem, Pistachio Ice Cream
harvestcraft:neapolitanicecreamItem, Neapolitan Ice Cream
harvestcraft:spumoniicecreamItem, Spumoni Ice Cream
harvestcraft:almondbutterItem, Almond Butter
harvestcraft:cashewbutterItem, Cashew Butter
harvestcraft:chestnutbutterItem, Chestnut Butter
harvestcraft:cornishpastyItem, Cornish Pasty
harvestcraft:cottagepieItem, Cottage Pie
harvestcraft:croissantItem, Croissant
harvestcraft:currypowderItem, Curry Powder
harvestcraft:dimsumItem, Dim Sum
harvestcraft:friedpecanokraItem, Fried Pecan Okra
harvestcraft:gooseberryjellyItem, Gooseberry Jelly
harvestcraft:gooseberryjellysandwichItem, Gooseberry Jelly Sandwich
harvestcraft:gooseberrymilkshakeItem, Gooseberry Milkshake
harvestcraft:gooseberrypieItem, Gooseberry Pie
harvestcraft:gooseberrysmoothieItem, Gooseberry Smoothie
harvestcraft:gooseberryyogurtItem, Gooseberry Yogurt
harvestcraft:greenheartfishItem, Green Heart Fish
harvestcraft:hamsweetpicklesandwichItem, Ham & Sweet Pickle Sandwich
harvestcraft:hushpuppiesItem, Hushpuppies
harvestcraft:kimchiItem, Kimchi
harvestcraft:mochiItem, Mochi
harvestcraft:museliItem, Museli
harvestcraft:naanItem, Naan
harvestcraft:okrachipsItem, Okra Chips
harvestcraft:okracreoleItem, Okra Creole
harvestcraft:pistachiobutterItem, Pistachio Butter
harvestcraft:ploughmanslunchItem, Ploughman's Lunch
harvestcraft:porklomeinItem, Pork Lo Mein
harvestcraft:salmonpattiesItem, Salmon Patties
harvestcraft:sausageItem, Sausage
harvestcraft:sausagerollItem, Sausage Roll
harvestcraft:sesameballItem, Sesame Ball
harvestcraft:sesamesnapsItem, Sesame Snaps
harvestcraft:shrimpokrahushpuppiesItem, Shrimp Pork Okra Hushpuppies
harvestcraft:soysauceItem, Soy Sauce
harvestcraft:sweetpickleItem, Sweet Pickle
harvestcraft:veggiestripsItem, Veggie Strips
harvestcraft:vindalooItem, Vindaloo
harvestcraft:applesmoothieItem, Apple Smoothie
harvestcraft:coconutsmoothieItem, Coconut Smoothie
harvestcraft:cranberrysmoothieItem, Cranberry Smoothie
harvestcraft:cranberryyogurtItem, Cranberry Yogurt
harvestcraft:grapesmoothieItem, Grape Smoothie
harvestcraft:pearsmoothieItem, Pear Smoothie
harvestcraft:pearjellyItem, Pear Jelly
harvestcraft:pearjellysandwichItem, Pear Jelly Sandwich
harvestcraft:plumsmoothieItem, Plum Smoothie
harvestcraft:plumjellyItem, Plum Jelly
harvestcraft:plumjellysandwichItem, Plum Jelly Sandwich
harvestcraft:honeysandwichItem, Honey Sandwich
harvestcraft:cheeseontoastItem, Cheese on Toast
harvestcraft:tunapotatoItem, Tuna Potato
harvestcraft:chocolaterollItem, Chocolate Roll
harvestcraft:jamrollItem, Jam Roll
harvestcraft:coconutcreamItem, Coconut Cream
harvestcraft:crackerItem, Cracker
harvestcraft:garammasalaItem, Garam Masala
harvestcraft:paneerItem, Paneer
harvestcraft:deluxechickencurryItem, Deluxe Chicken Curry
harvestcraft:gravyItem, Gravy
harvestcraft:mangochutneyItem, Mango Chutney
harvestcraft:marzipanItem, Marzipan
harvestcraft:paneertikkamasalaItem, Paneer Tikka Masala
harvestcraft:peaandhamsoupItem, Pea and Ham Soup
harvestcraft:potatoandleeksoupItem, Potato and Leek Soup
harvestcraft:yorkshirepuddingItem, Yorkshire Pudding
harvestcraft:toadintheholeItem, Toad in the Hole
GalacticraftCore:item.bucketOil, Oil Bucket
GalacticraftCore:item.bucketFuel, Fuel Bucket
GalacticraftCore:item.spaceship:0, Tier 1 Rocket
GalacticraftCore:item.spaceship:1, Tier 1 Rocket
GalacticraftCore:item.spaceship:2, Tier 1 Rocket
GalacticraftCore:item.spaceship:3, Tier 1 Rocket
GalacticraftCore:item.spaceship:4, Tier 1 Rocket
GalacticraftCore:item.oxygenMask, Oxygen Mask
GalacticraftCore:item.oxygenGear, Oxygen Gear
GalacticraftCore:item.oxygenTankLightFull, Light Oxygen Tank
GalacticraftCore:item.oxygenTankMedFull, Medium Oxygen Tank
GalacticraftCore:item.oxygenTankHeavyFull, Heavy Oxygen Tank
GalacticraftCore:item.sensorLens, Sensor Lens
GalacticraftCore:item.sensorGlasses, Sensor Glasses
GalacticraftCore:item.steel_pickaxe, Heavy Duty Pickaxe
GalacticraftCore:item.steel_axe, Heavy Duty Axe
GalacticraftCore:item.steel_hoe, Heavy Duty Hoe
GalacticraftCore:item.steel_shovel, Heavy Duty Shovel
GalacticraftCore:item.steel_sword, Heavy Duty Sword
GalacticraftCore:item.steel_helmet, Heavy Duty Helmet
GalacticraftCore:item.steel_chestplate, Heavy Duty Chestplate
GalacticraftCore:item.steel_leggings, Heavy Duty Leggings
GalacticraftCore:item.steel_boots, Heavy Duty Boots
GalacticraftCore:item.canister:0, Tin Canister
GalacticraftCore:item.canister:1, Copper Canister
GalacticraftCore:item.airVent, Oxygen Vent
GalacticraftCore:item.airFan, Oxygen Fan
GalacticraftCore:item.oxygenConcentrator, Oxygen Concentrator
GalacticraftCore:item.engine:0, Tier 1 Rocket Engine
GalacticraftCore:item.engine:1, Tier 1 Booster
GalacticraftCore:item.heavyPlating, Heavy-Duty Plate
GalacticraftCore:item.noseCone, Nose Cone
GalacticraftCore:item.rocketFins, Rocket Fins
GalacticraftCore:item.steelPole, Steel Pole
GalacticraftCore:item.canvas, Canvas
GalacticraftCore:item.oilCanisterPartial, Partially Filled Oil Canister
GalacticraftCore:item.fuelCanisterPartial, Partially Filled Fuel Canister
GalacticraftCore:item.oilExtractor, Portable Oil Extractor
GalacticraftCore:item.schematic:0, NASA Workbench Schematic
GalacticraftCore:item.schematic:1, NASA Workbench Schematic
GalacticraftCore:item.key:0, Tier 1 Dungeon Key
GalacticraftCore:item.buggymat:0, Buggy Wheel
GalacticraftCore:item.buggymat:1, Buggy Seat
GalacticraftCore:item.buggymat:2, Buggy Storage Box
GalacticraftCore:item.buggy, Buggy
GalacticraftCore:item.basicItem:0, Single Solar Module
GalacticraftCore:item.basicItem:1, Full Solar Panel
GalacticraftCore:item.basicItem:2, Raw Silicon
GalacticraftCore:item.basicItem:3, Copper Ingot
GalacticraftCore:item.basicItem:4, Tin Ingot
GalacticraftCore:item.basicItem:5, Aluminum Ingot
GalacticraftCore:item.basicItem:6, Compressed Copper
GalacticraftCore:item.basicItem:7, Compressed Tin
GalacticraftCore:item.basicItem:8, Compressed Aluminum
GalacticraftCore:item.basicItem:9, Compressed Steel
GalacticraftCore:item.basicItem:10, Compressed Bronze
GalacticraftCore:item.basicItem:11, Compressed Iron
GalacticraftCore:item.basicItem:12, Blue Solar Wafer
GalacticraftCore:item.basicItem:13, Basic Wafer
GalacticraftCore:item.basicItem:14, Advanced Wafer
GalacticraftCore:item.basicItem:15, Can of Food
GalacticraftCore:item.basicItem:16, Can of Food
GalacticraftCore:item.basicItem:17, Can of Food
GalacticraftCore:item.basicItem:18, Can of Food
GalacticraftCore:item.basicItem:19, Frequency Module
GalacticraftCore:item.basicItem:20, Ambient Thermal Controller
GalacticraftCore:item.battery, Battery
GalacticraftCore:item.infiniteBattery, Infinite Battery
GalacticraftCore:item.infiniteOxygen, Infinite Oxygen Supply
GalacticraftCore:item.null:0, Throwable Meteor Chunk
GalacticraftCore:item.null:1, Throwable Meteor Chunk
GalacticraftCore:item.standardWrench, Standard Wrench
GalacticraftCore:item.cheeseCurd, Cheese Curd
GalacticraftCore:item.meteoricIronRaw, Raw Meteoric Iron
GalacticraftCore:item.meteoricIronIngot:0, Meteoric Iron Ingot
GalacticraftCore:item.meteoricIronIngot:1, Compressed Meteoric Iron
GalacticraftCore:item.flag, Flag
GalacticraftCore:item.parachute:0, Parachute
GalacticraftCore:item.parachute:1, Black Parachute
GalacticraftCore:item.parachute:2, Light Blue Parachute
GalacticraftCore:item.parachute:3, Lime Parachute
GalacticraftCore:item.parachute:4, Brown Parachute
GalacticraftCore:item.parachute:5, Blue Parachute
GalacticraftCore:item.parachute:6, Gray Parachute
GalacticraftCore:item.parachute:7, Green Parachute
GalacticraftCore:item.parachute:8, Light Gray Parachute
GalacticraftCore:item.parachute:9, Magenta Parachute
GalacticraftCore:item.parachute:10, Orange Parachute
GalacticraftCore:item.parachute:11, Pink Parachute
GalacticraftCore:item.parachute:12, Purple Parachute
GalacticraftCore:item.parachute:13, Red Parachute
GalacticraftCore:item.parachute:14, Cyan Parachute
GalacticraftCore:item.parachute:15, Yellow Parachute
GalacticraftMars:item.grapple, Grapple
GalacticraftMars:item.itemTier3Rocket:0, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:1, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:2, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:3, Tier 3 Rocket
GalacticraftMars:item.itemTier3Rocket:4, Tier 3 Rocket
GalacticraftMars:item.itemAstroMiner, Astro Miner
GalacticraftMars:item.thermalPadding:0, Thermal Padding Helm
GalacticraftMars:item.thermalPadding:1, Thermal Padding Chestpiece
GalacticraftMars:item.thermalPadding:2, Thermal Padding Leggings
GalacticraftMars:item.thermalPadding:3, Thermal Padding Boots
GalacticraftMars:item.itemBasicAsteroids:0, Heavy-Duty Plate
GalacticraftMars:item.itemBasicAsteroids:1, Heavy Rocket Engine
GalacticraftMars:item.itemBasicAsteroids:2, Heavy Rocket Fins
GalacticraftMars:item.itemBasicAsteroids:3, Iron Shard
GalacticraftMars:item.itemBasicAsteroids:4, Titanium Shard
GalacticraftMars:item.itemBasicAsteroids:5, Titanium Ingot
GalacticraftMars:item.itemBasicAsteroids:6, Compressed Titanium
GalacticraftMars:item.itemBasicAsteroids:7, Thermal Cloth
GalacticraftMars:item.itemBasicAsteroids:8, Beam Core
GalacticraftMars:item.methaneCanisterPartial, Methane Gas Canister
GalacticraftMars:item.canisterPartialLOX, item.canisterPartialLOX.name
GalacticraftMars:item.canisterPartialLN2, item.canisterPartialLN2.name
GalacticraftMars:item.atmosphericValve, Atmospheric Valve
GalacticraftMars:item.heavyNoseCone:0, Heavy Nose Cone
GalacticraftMars:item.orionDrive, Orion Drive
GalacticraftMars:item.titanium_helmet, Titanium Helmet
GalacticraftMars:item.titanium_chestplate, Titanium Chestplate
GalacticraftMars:item.titanium_leggings, Titanium Leggings
GalacticraftMars:item.titanium_boots, Titanium Boots
GalacticraftMars:item.titanium_axe, Titanium Axe
GalacticraftMars:item.titanium_pickaxe, Titanium Pickaxe
GalacticraftMars:item.titanium_shovel, Titanium Shovel
GalacticraftMars:item.titanium_hoe, Titanium Hoe
GalacticraftMars:item.titanium_sword, Titanium Sword
GalacticraftMars:item.bucketSludge, Bacterial Sludge Bucket
GalacticraftMars:item.carbonFragments, Fragmented Carbon
GalacticraftMars:item.null:0, Unrefined Desh
GalacticraftMars:item.null:1, Desh Stick
GalacticraftMars:item.null:2, Desh Ingot
GalacticraftMars:item.null:3, Heavy-Duty Plate
GalacticraftMars:item.null:4, Slimeling Inventory Bag
GalacticraftMars:item.null:5, Compressed Desh
GalacticraftMars:item.null:6, Fluid Manipulator
GalacticraftMars:item.deshPick, Desh Pickaxe
GalacticraftMars:item.deshPickSlime, Sticky Desh Pickaxe
GalacticraftMars:item.deshAxe, Desh Axe
GalacticraftMars:item.deshHoe, Desh Hoe
GalacticraftMars:item.deshSpade, Desh Shovel
GalacticraftMars:item.deshSword, Desh Sword
GalacticraftMars:item.deshHelmet, Desh Helmet
GalacticraftMars:item.deshChestplate, Desh Chestplate
GalacticraftMars:item.deshLeggings, Desh Leggings
GalacticraftMars:item.deshBoots, Desh Boots
GalacticraftMars:item.spaceshipTier2:0, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:1, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:2, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:3, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:4, Tier 2 Rocket
GalacticraftMars:item.spaceshipTier2:11, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:12, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:13, Cargo Rocket
GalacticraftMars:item.spaceshipTier2:14, Cargo Rocket
GalacticraftMars:item.key:0, Tier 2 Dungeon Key
GalacticraftMars:item.schematic:0, NASA Workbench Schematic
GalacticraftMars:item.schematic:1, NASA Workbench Schematic
GalacticraftMars:item.schematic:2, NASA Workbench Schematic
gregtech:gt.integrated_circuit:0, Integrated Circuit
gregtech:gt.metaitem.01:2006, Lithium Dust
gregtech:gt.metaitem.01:2008, Beryllium Dust
gregtech:gt.metaitem.01:2009, Boron Dust
gregtech:gt.metaitem.01:2010, Carbon Dust
gregtech:gt.metaitem.01:2017, Sodium Dust
gregtech:gt.metaitem.01:2018, Magnesium Dust
gregtech:gt.metaitem.01:2019, Aluminium Dust
gregtech:gt.metaitem.01:2020, Silicon Dust
gregtech:gt.metaitem.01:2021, Phosphor Dust
gregtech:gt.metaitem.01:2022, Sulfur Dust
gregtech:gt.metaitem.01:2025, Potassium Dust
gregtech:gt.metaitem.01:2026, Calcium Dust
gregtech:gt.metaitem.01:2028, Titanium Dust
gregtech:gt.metaitem.01:2029, Vanadium Dust
gregtech:gt.metaitem.01:2030, Chrome Dust
gregtech:gt.metaitem.01:2031, Manganese Dust
gregtech:gt.metaitem.01:2032, Iron Dust
gregtech:gt.metaitem.01:2033, Cobalt Dust
gregtech:gt.metaitem.01:2034, Nickel Dust
gregtech:gt.metaitem.01:2035, Copper Dust
gregtech:gt.metaitem.01:2036, Zinc Dust
gregtech:gt.metaitem.01:2037, Gallium Dust
gregtech:gt.metaitem.01:2039, Arsenic Dust
gregtech:gt.metaitem.01:2045, Yttrium Dust
gregtech:gt.metaitem.01:2047, Niobium Dust
gregtech:gt.metaitem.01:2048, Molybdenum Dust
gregtech:gt.metaitem.01:2052, Palladium Dust
gregtech:gt.metaitem.01:2054, Silver Dust
gregtech:gt.metaitem.01:2055, Cadmium Dust
gregtech:gt.metaitem.01:2057, Tin Dust
gregtech:gt.metaitem.01:2058, Antimony Dust
gregtech:gt.metaitem.01:2062, Caesium Dust
gregtech:gt.metaitem.01:2063, Barium Dust
gregtech:gt.metaitem.01:2065, Cerium Dust
gregtech:gt.metaitem.01:2067, Neodymium Dust
gregtech:gt.metaitem.01:2070, Europium Dust
gregtech:gt.metaitem.01:2078, Lutetium Dust
gregtech:gt.metaitem.01:2080, Tantalum Dust
gregtech:gt.metaitem.01:2081, Tungsten Dust
gregtech:gt.metaitem.01:2083, Osmium Dust
gregtech:gt.metaitem.01:2084, Iridium Dust
gregtech:gt.metaitem.01:2085, Platinum Dust
gregtech:gt.metaitem.01:2086, Gold Dust
gregtech:gt.metaitem.01:2089, Lead Dust
gregtech:gt.metaitem.01:2090, Bismuth Dust
gregtech:gt.metaitem.01:2096, Thorium Dust
gregtech:gt.metaitem.01:2097, Uranium 235 Dust
gregtech:gt.metaitem.01:2098, Uranium 238 Dust
gregtech:gt.metaitem.01:2100, Plutonium 244 Dust
gregtech:gt.metaitem.01:2101, Plutonium 241 Dust
gregtech:gt.metaitem.01:2103, Americium Dust
gregtech:gt.metaitem.01:2129, Neutronium Dust
gregtech:gt.metaitem.01:2241, Platinum Group Sludge Dust
gregtech:gt.metaitem.01:2299, Stone Dust
gregtech:gt.metaitem.01:2300, Bronze Dust
gregtech:gt.metaitem.01:2301, Brass Dust
gregtech:gt.metaitem.01:2302, Invar Dust
gregtech:gt.metaitem.01:2303, Electrum Dust
gregtech:gt.metaitem.01:2304, Wrought Iron Dust
gregtech:gt.metaitem.01:2305, Steel Dust
gregtech:gt.metaitem.01:2306, Stainless Steel Dust
